# 性能日志 - 比特币密钥碰撞检测
# 创建时间: 2026-04-22T03:26:43.425500
# 格式: timestamp,speed,total_checked,matches,cpu_usage,memory_usage,threads
1776801448.715999,0.0,0,1,108.4,60.75,12
1776801449.884507,0.0,0,1,109.2,60.78515625,12
1776802376.945394,0.0,0,0,99.0,215.25390625,30
1776802377.9592214,0.0,0,0,87.1,215.7421875,40
1776802383.35681,0.0,0,0,73.0,215.828125,40
1776802383.6019526,0.0,0,0,104.5,215.83203125,40
1776802388.4286323,0.0,0,0,88.2,215.83984375,40
1776802389.7542496,0.0,0,0,102.7,215.83984375,40
1776802393.6740398,0.0,0,0,100.5,215.90234375,40
1776802396.3372886,0.0,0,0,103.4,215.90234375,40
1776802399.3993652,0.0,0,0,97.4,215.89453125,40
1776802402.937075,0.0,0,0,101.4,215.828125,37
1776802404.8281546,0.0,0,0,87.2,215.8515625,37
1776802409.3275886,0.0,0,0,87.3,215.8515625,37
1776802410.3651402,0.0,0,0,102.5,215.8515625,37
1776802415.6133733,0.0,0,0,98.4,215.87890625,37
1776802415.8980043,0.0,0,0,152.8,215.87890625,37
1776802421.7594187,0.0,0,0,101.4,215.8828125,37
1776802422.511571,0.0,0,0,113.2,215.8828125,37
1776802426.8921587,0.0,0,0,104.7,215.90625,37
1776802428.8230941,0.0,0,0,92.4,215.84375,34
1776802433.1798358,0.0,0,0,103.0,215.8515625,34
1776802434.981504,0.0,0,0,102.5,215.8515625,34
1776802438.259383,0.0,0,0,93.3,215.85546875,34
1776802441.410906,0.0,0,0,100.7,215.87890625,34
1776802444.0486693,0.0,0,0,102.4,215.91015625,34
1776802447.5133078,0.0,0,0,112.4,215.91015625,34
1776802449.4997876,0.0,0,0,108.3,215.93359375,34
1776802454.1395385,0.0,0,0,107.3,215.93359375,34
1776802455.3129547,0.0,0,0,87.3,215.93359375,34
1776802460.5560267,0.0,0,0,93.5,215.96484375,34
1776802461.1656725,0.0,0,0,103.8,215.96484375,34
1776802465.788669,0.0,0,0,109.0,215.96484375,34
1776802467.7541232,0.0,0,0,103.7,215.96484375,34
1776802471.9847722,0.0,0,0,101.9,215.96484375,34
1776802474.5099509,0.0,0,0,95.3,215.96875,34
1776802477.7134714,0.0,0,0,102.5,215.96875,34
1776802481.3365188,0.0,0,0,99.2,215.96875,34
1776802482.7981477,0.0,0,0,96.0,215.9921875,34
1776802488.0221329,0.0,0,0,152.8,215.9921875,34
1776802488.7356334,0.0,0,0,121.1,215.9921875,34
1776802494.6555731,0.0,0,0,95.8,215.99609375,34
1776802495.6447437,0.0,0,0,108.4,215.99609375,34
1776802499.829262,0.0,0,0,102.4,216.00390625,34
1776802502.1929064,0.0,0,0,95.2,215.81640625,28
1776802506.1539404,0.0,0,0,86.5,215.85546875,28
1776802508.812801,0.0,0,0,95.1,215.85546875,28
